open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1685577600000,634.80,637.50,625.00,630.90,6720.763,1685606399999,4239638.11770,23624,3450.434,2176473.52490,0
1685606400000,631.00,639.80,630.10,638.30,5740.435,1685635199999,3645952.56930,20747,2856.473,1814165.00580,0
1685635200000,638.30,644.10,637.40,641.10,5537.662,1685663999999,3551052.36650,20475,2729.424,1750203.42320,0
1685664000000,641.20,662.80,635.00,661.00,10903.951,1685692799999,7123734.50620,34066,5906.696,3860398.63960,0
1685692800000,661.00,671.00,659.00,666.80,13082.423,1685721599999,8700263.88850,42263,6431.908,4278047.15190,0
1685721600000,666.70,668.80,661.50,662.20,6373.474,1685750399999,4238066.56180,23970,2850.129,1895271.66030,0
1685750400000,662.30,665.40,656.90,665.10,5633.371,1685779199999,3718822.65920,24019,2922.974,1929315.10610,0
1685779200000,665.10,676.00,665.00,675.80,8985.944,1685807999999,6031387.06400,31569,4564.652,3064682.68560,0
1685808000000,675.80,676.30,670.60,674.30,6285.794,1685836799999,4235194.59340,24320,2937.851,1979608.92470,0
1685836800000,674.20,685.90,666.90,685.90,6266.423,1685865599999,4234678.80940,24856,3405.279,2302247.41240,0
1685865600000,685.80,705.80,684.40,695.30,35681.049,1685894399999,24910419.91650,93243,17578.942,12272601.65650,0
1685894400000,695.30,696.10,680.20,681.70,9633.019,1685923199999,6644931.22920,40022,5009.520,3455934.79430,0
1685923200000,681.70,688.90,671.10,688.80,12148.057,1685951999999,8260545.43370,39449,6186.148,4207538.48950,0
1685952000000,688.80,690.80,645.50,648.90,19336.223,1685980799999,13067813.54510,54334,9265.217,6259238.92110,0
1685980800000,648.80,660.00,626.40,648.10,24598.926,1686009599999,15980877.93710,70371,12315.658,8004004.94850,0
1686009600000,648.30,650.50,633.20,637.40,10441.051,1686038399999,6665801.54640,38900,4767.215,3043483.30690,0
1686038400000,637.50,651.80,632.30,640.70,14639.975,1686067199999,9392573.14270,44290,7314.158,4691932.84010,0
1686067200000,640.70,656.50,638.10,649.80,9126.582,1686095999999,5914807.68670,31749,4255.557,2757777.40610,0
1686096000000,649.80,649.90,634.80,636.30,7374.965,1686124799999,4724609.61280,24201,3620.321,2319058.06830,0
1686124800000,636.30,638.20,616.20,617.20,12106.107,1686153599999,7580076.52010,34758,5994.263,3753145.75190,0
1686153600000,617.20,625.10,615.20,623.20,7296.146,1686182399999,4531335.37250,25810,3703.070,2299689.56740,0
1686182400000,623.30,627.60,616.60,623.30,6132.219,1686211199999,3818480.61370,22396,2791.340,1737557.11880,0
1686211200000,623.40,634.90,622.00,628.30,7476.584,1686239999999,4707064.79440,26040,3524.742,2219036.07460,0
1686240000000,628.40,629.50,622.50,624.60,4682.408,1686268799999,2933123.96810,18047,2294.578,1437588.99300,0
1686268800000,624.70,627.50,616.20,622.10,5685.770,1686297599999,3541749.08420,23928,2815.851,1754526.19140,0
1686297600000,622.10,635.80,620.90,627.60,6086.633,1686326399999,3832042.26990,26361,2763.203,1739173.42170,0
1686326400000,627.50,630.30,621.10,627.80,7217.425,1686355199999,4510962.07180,23409,3628.329,2267472.37710,0
1686355200000,627.90,629.10,501.10,580.80,61066.806,1686383999999,34867537.54360,200952,29253.441,16723988.68610,0
1686384000000,580.90,610.00,578.00,598.80,41521.756,1686412799999,24585355.47670,115852,20735.235,12280751.92170,0
1686412800000,598.80,648.50,595.50,629.80,86707.537,1686441599999,54332074.28990,235550,43621.950,27330426.44280,0
1686441600000,629.80,629.80,596.10,600.00,45378.016,1686470399999,27701618.40960,126641,23398.868,14278948.54480,0
1686470400000,600.00,609.80,590.30,599.30,24706.597,1686499199999,14789972.76070,68003,12662.101,7579664.80190,0
1686499200000,599.30,626.10,599.30,617.00,28009.723,1686527999999,17244565.10110,82827,14362.768,8841008.33710,0
1686528000000,617.00,624.10,603.60,609.20,20842.908,1686556799999,12805903.75070,62985,10437.081,6412259.32590,0
1686556800000,609.30,628.50,607.20,622.30,20614.709,1686585599999,12743495.83130,60849,10740.284,6639040.99930,0
1686585600000,622.30,629.60,618.30,628.40,13577.164,1686614399999,8480104.96240,46963,6724.935,4200111.57980,0
1686614400000,628.30,640.80,625.60,636.80,13808.591,1686643199999,8742774.64540,44830,7089.025,4488391.41180,0
1686643200000,636.80,646.50,629.70,633.30,20488.283,1686671999999,13070158.83570,63888,10400.015,6635485.07320,0
1686672000000,633.30,641.00,626.60,634.80,15372.078,1686700799999,9728204.89290,54184,7468.665,4726850.24770,0
1686700800000,634.80,649.60,632.30,636.30,12469.904,1686729599999,7975027.53220,44423,6110.061,3907710.94240,0
1686729600000,636.40,659.80,636.00,654.60,23004.115,1686758399999,15002951.92120,72109,11554.634,7534818.86190,0
1686758400000,654.70,654.80,611.00,627.80,24499.493,1686787199999,15539296.85960,83618,12327.343,7819637.19530,0
1686787200000,627.80,640.50,626.30,635.50,12128.813,1686815999999,7705446.94800,39714,5624.247,3573129.03290,0
1686816000000,635.60,645.20,633.50,640.30,12334.048,1686844799999,7887804.15920,40275,6240.065,3991382.28780,0
1686844800000,640.20,653.00,636.10,646.40,12562.724,1686873599999,8096680.60200,42461,6121.589,3945072.56020,0
1686873600000,646.30,648.50,642.40,648.10,5660.370,1686902399999,3653182.59780,24180,3003.007,1938181.41160,0
1686902400000,648.10,675.00,647.70,673.80,17348.698,1686931199999,11441846.26560,57608,9560.699,6307574.13330,0
1686931200000,673.60,682.00,669.60,679.40,18777.789,1686959999999,12692624.75240,61370,9314.643,6298032.14540,0
1686960000000,679.30,691.30,672.30,679.40,12267.450,1686988799999,8357144.30770,50565,6232.344,4247432.69840,0
1686988800000,679.30,680.80,663.20,668.70,16560.713,1687017599999,11090472.88360,51440,7235.127,4843934.16290,0
1687017600000,668.80,671.90,667.20,669.30,5610.546,1687046399999,3757132.05410,25295,2743.339,1837321.30780,0
1687046400000,669.30,690.90,664.40,676.00,10220.474,1687075199999,6848642.79890,35356,5585.180,3744983.48390,0
1687075200000,676.00,683.90,667.30,676.60,15805.857,1687103999999,10648593.00360,50806,8014.829,5400246.79060,0
1687104000000,676.70,682.80,666.10,672.30,12108.058,1687132799999,8173477.26330,46715,6440.567,4347060.65700,0
1687132800000,672.30,690.90,669.30,688.70,17231.708,1687161599999,11776026.53540,52693,9038.731,6179269.82930,0
1687161600000,688.70,703.90,687.10,697.00,76513.240,1687190399999,53405857.90970,158533,37643.400,26278346.71960,0
1687190400000,697.00,732.30,694.80,707.60,77631.585,1687219199999,55282619.03030,191811,40214.961,28640314.19670,0
1687219200000,707.60,720.00,705.50,712.50,23834.556,1687247999999,16964466.43640,68245,12706.659,9043140.97810,0
1687248000000,712.50,717.00,701.20,715.70,22426.256,1687276799999,15852534.08490,75161,11988.441,8475777.01700,0
1687276800000,715.70,731.20,713.70,728.40,30319.027,1687305599999,21924352.52950,90878,15216.280,11002244.35070,0
1687305600000,728.30,774.00,725.60,740.20,34662.730,1687334399999,25996288.64370,108162,17517.312,13140780.09260,0
1687334400000,740.10,761.00,727.60,739.30,28476.800,1687363199999,21071097.56220,79375,13680.770,10124597.35720,0
1687363200000,739.30,770.60,738.10,751.20,29132.780,1687391999999,22058453.93620,83942,14636.923,11087909.44790,0
1687392000000,751.20,761.60,749.50,757.40,13346.881,1687420799999,10097662.42950,53288,6502.492,4919184.04170,0
1687420800000,757.50,760.60,727.60,740.30,21118.369,1687449599999,15710612.51830,68404,10840.899,8065750.03550,0
1687449600000,740.30,749.20,735.60,738.60,8421.678,1687478399999,6247554.38840,37268,4142.485,3073002.31650,0
1687478400000,738.70,747.10,735.50,743.80,7421.582,1687507199999,5503950.36270,30912,3614.369,2680432.03170,0
1687507200000,743.80,749.90,722.40,748.30,17012.511,1687535999999,12500391.38450,53763,8289.985,6091978.83950,0
1687536000000,748.20,753.30,723.00,726.80,18590.307,1687564799999,13752013.03070,68160,9153.377,6773908.16210,0
1687564800000,726.70,726.80,703.00,704.20,25307.120,1687593599999,17977870.82790,93042,11865.593,8430111.78340,0
1687593600000,704.20,714.50,681.50,685.30,22324.581,1687622399999,15668414.06260,76715,10386.080,7292078.52520,0
1687622400000,685.50,687.10,673.60,680.50,16703.537,1687651199999,11358297.07060,64660,8181.305,5564639.73250,0
1687651200000,680.50,760.20,676.70,727.80,39060.873,1687679999999,28047474.65250,119697,20085.505,14413257.08580,0
1687680000000,727.80,728.20,704.20,707.00,18968.412,1687708799999,13595905.74220,60167,9429.426,6761557.50960,0
1687708800000,707.00,713.10,696.30,704.00,11777.659,1687737599999,8305459.65470,54417,5534.768,3903432.20180,0
1687737600000,704.10,706.40,682.00,694.40,15694.366,1687766399999,10867953.92490,60193,7685.813,5324380.14030,0
1687766400000,694.30,697.20,683.80,686.80,11358.713,1687795199999,7836085.42660,49740,5499.561,3793990.23170,0
1687795200000,686.80,690.90,660.00,688.30,16019.954,1687823999999,10927139.64470,62399,7894.823,5390708.18140,0
1687824000000,688.30,707.80,682.70,691.20,14615.573,1687852799999,10137344.02270,50796,7748.950,5373052.10290,0
1687852800000,691.20,695.00,675.60,678.20,13242.217,1687881599999,9081411.94810,48561,6298.065,4320756.50080,0
1687881600000,678.20,691.90,676.50,689.70,7775.400,1687910399999,5335811.94360,31091,3881.689,2663933.41560,0
1687910400000,689.80,690.10,666.00,671.00,12411.278,1687939199999,8395299.29570,41650,5946.626,4023639.92290,0
1687939200000,671.00,685.70,669.80,684.10,9676.906,1687967999999,6574606.75310,35274,4966.797,3374410.44620,0
1687968000000,684.30,699.30,656.70,676.90,24112.112,1687996799999,16256081.48110,74966,12772.664,8614671.76830,0
1687996800000,676.80,688.30,673.00,687.40,12542.380,1688025599999,8548931.70170,51970,6081.148,4146270.93450,0
1688025600000,687.50,722.30,684.10,700.10,32732.326,1688054399999,23028011.52140,92946,16312.527,11472840.92340,0
1688054400000,700.00,706.60,683.60,686.30,14212.190,1688083199999,9880263.30300,59299,6874.302,4780030.29000,0
1688083200000,686.50,718.70,682.20,712.10,22026.582,1688111999999,15562772.77260,75389,11466.673,8100716.88160,0
1688112000000,712.00,859.80,707.50,811.60,178683.854,1688140799999,141497697.95710,473822,88367.450,69994758.41470,0
1688140800000,811.90,849.90,803.00,831.00,77380.973,1688169599999,63869415.24670,260191,38008.516,31388141.66220,0
1688169600000,831.00,859.90,804.10,808.70,46891.192,1688198399999,38790134.85340,184188,22885.602,18943808.06930,0
1688198400000,808.80,851.20,803.00,834.70,42628.399,1688227199999,35272289.56980,158708,21600.964,17875045.88150,0
1688227200000,834.70,845.40,824.00,842.10,18839.822,1688255999999,15748674.20300,81701,9593.239,8021859.85960,0
1688256000000,842.10,844.30,800.60,819.90,30137.743,1688284799999,24639039.97170,107278,14942.514,12211714.77140,0
1688284800000,819.90,897.20,815.10,851.30,85715.059,1688313599999,73688185.97990,270009,42419.559,36475056.65150,0
1688313600000,851.40,861.90,835.00,859.40,23879.249,1688342399999,20225993.25820,92356,11840.882,10033897.22330,0
1688342400000,859.30,937.30,848.90,915.20,68126.892,1688371199999,61329611.11980,244201,34156.367,30766228.12200,0
1688371200000,915.40,946.90,895.50,939.80,54483.223,1688399999999,50247963.72600,195764,27987.506,25825028.21580,0
1688400000000,939.70,1077.00,927.90,976.60,166599.362,1688428799999,165904022.75930,599619,84286.778,83960256.31310,0
1688428800000,976.70,1015.40,950.30,979.10,80378.438,1688457599999,78389698.19020,278438,40571.668,39573588.85030,0
1688457600000,979.10,1040.00,977.80,988.80,133312.188,1688486399999,134729844.93920,414204,66273.773,66998143.41220,0
1688486400000,988.90,1006.90,977.00,981.40,57248.196,1688515199999,56692433.05600,191767,28438.979,28173224.70180,0
1688515200000,981.40,1016.60,965.50,987.60,55122.890,1688543999999,54566719.43610,182385,27726.355,27463007.11750,0
1688544000000,987.60,1078.80,926.80,1018.00,205476.515,1688572799999,208944997.85700,696989,103478.154,105340853.63430,0
1688572800000,1018.00,1018.10,868.00,917.00,176399.525,1688601599999,166872602.30090,532419,84846.160,80312008.85320,0
1688601600000,917.10,999.00,913.00,992.60,94854.888,1688630399999,91081325.59880,302230,48126.074,46184888.98490,0
1688630400000,992.60,1040.00,960.00,993.90,191701.289,1688659199999,192463468.40870,617479,96214.266,96638786.15870,0
1688659200000,994.00,1010.70,964.20,965.30,85651.195,1688687999999,84685797.94900,283618,42370.823,41913132.97180,0
1688688000000,965.70,1030.00,949.70,988.90,121086.321,1688716799999,121231529.59640,397527,60370.281,60486625.54030,0
1688716800000,988.70,1012.00,914.00,938.80,124565.174,1688745599999,119449581.05640,394650,60121.673,57675834.16120,0
1688745600000,938.70,944.30,928.10,943.30,35922.977,1688774399999,33571903.77520,126918,17516.704,16372028.62060,0
1688774400000,943.30,989.50,936.20,960.60,69426.474,1688803199999,67063800.72320,238706,35074.772,33880462.94660,0
1688803200000,960.60,970.00,940.20,948.70,58317.475,1688831999999,55751836.64630,195452,27818.647,26604078.81790,0
1688832000000,948.80,955.80,927.10,931.50,33889.281,1688860799999,31879211.70780,119598,16272.445,15311264.29430,0
1688860800000,931.50,944.50,900.00,909.30,43082.461,1688889599999,39856364.22200,135499,21858.194,20241781.00180,0
1688889600000,909.30,989.00,904.00,967.80,107951.155,1688918399999,102323466.88630,325835,55665.176,52783128.47880,0
1688918400000,967.70,985.70,957.20,961.00,64085.090,1688947199999,62306029.06820,224798,31641.931,30770966.24320,0
1688947200000,961.10,962.60,911.30,921.70,79795.018,1688975999999,74494387.40710,247077,38662.328,36097328.74690,0
1688976000000,921.60,937.60,910.40,919.70,62575.417,1689004799999,57797283.39790,197854,30641.481,28303856.17200,0
1689004800000,919.80,964.80,903.00,915.70,67460.633,1689033599999,62714409.66490,227086,32671.196,30395514.97300,0
1689033600000,915.60,936.80,910.50,916.80,52984.997,1689062399999,48925767.38460,185763,26367.151,24354510.74940,0
1689062400000,916.80,944.80,910.30,924.90,62479.413,1689091199999,57789688.80560,218208,30714.795,28410498.04300,0
1689091200000,924.90,925.20,907.90,913.70,32747.159,1689119999999,29961686.93940,117477,15596.862,14271080.07500,0
1689120000000,913.70,933.80,910.00,929.00,34012.201,1689148799999,31271645.28530,117280,17079.446,15704856.82670,0
1689148800000,929.00,929.00,892.50,910.60,62366.414,1689177599999,56916941.18060,194480,29210.161,26663104.67110,0
1689177600000,910.60,919.50,885.90,908.90,35948.041,1689206399999,32450864.93690,132370,16915.898,15275972.98440,0
1689206400000,908.80,912.30,875.20,887.40,38022.702,1689235199999,33879788.20490,132868,17887.673,15940359.23850,0
1689235200000,887.30,925.00,876.00,913.30,60970.545,1689263999999,54511736.26810,194715,29605.323,26480271.16510,0
1689264000000,913.50,961.00,910.00,924.30,81340.114,1689292799999,75711186.44540,268858,40341.903,37559887.08470,0
1689292800000,924.00,957.40,918.10,923.20,53087.731,1689321599999,49824430.43230,183965,26396.380,24775219.87900,0
1689321600000,923.40,936.50,899.70,927.00,51714.585,1689350399999,47350955.97340,158915,25633.388,23474979.58480,0
1689350400000,927.30,939.90,830.00,865.80,82394.274,1689379199999,72622230.98240,266383,38931.301,34339696.99270,0
1689379200000,865.70,877.80,851.60,872.10,27782.066,1689407999999,23932500.13950,96878,13646.900,11763973.80870,0
1689408000000,872.00,889.40,863.90,881.70,35155.897,1689436799999,30894610.72190,134478,17019.605,14961042.88090,0
1689436800000,881.60,891.60,875.60,890.10,18215.699,1689465599999,16116708.44300,86319,9223.820,8163581.39640,0
1689465600000,890.10,962.70,882.00,937.00,116918.700,1689494399999,108058355.05790,344107,58891.263,54444093.04760,0
1689494400000,936.90,1016.60,936.10,977.30,251257.652,1689523199999,246728371.23080,658837,126504.774,124240062.79200,0
1689523200000,977.40,994.80,960.00,970.20,105589.206,1689551999999,103368006.00210,290533,54316.300,53188737.97320,0
1689552000000,970.10,994.00,945.00,961.90,87468.315,1689580799999,85262874.90760,231844,43994.538,42909795.74830,0
1689580800000,961.90,962.00,929.00,944.80,69000.732,1689609599999,65081484.89270,220068,33673.386,31767980.59200,0
1689609600000,944.80,960.60,925.00,935.60,44920.074,1689638399999,42184786.67150,165193,21900.356,20573237.09550,0
1689638400000,935.50,941.90,908.20,911.10,35231.422,1689667199999,32574989.62120,115260,16962.073,15687994.48540,0
1689667200000,911.10,929.40,900.00,907.80,53080.353,1689695999999,48436164.85570,178692,27030.060,24670897.98610,0
1689696000000,907.70,936.40,884.40,923.60,37632.899,1689724799999,34123267.19960,132869,19028.983,17264495.62520,0
1689724800000,923.60,998.10,920.90,976.80,118232.871,1689753599999,115105499.73260,352989,59779.392,58196798.27410,0
1689753600000,976.80,992.30,970.30,977.80,126901.142,1689782399999,124710356.65780,346065,65562.603,64440574.44200,0
1689782400000,977.80,998.00,974.60,992.40,81895.140,1689811199999,80790694.31320,247813,43296.462,42720654.09000,0
1689811200000,992.30,1026.30,980.40,1018.30,110597.013,1689839999999,110800824.98620,298538,58999.987,59124620.94910,0
1689840000000,1018.30,1059.00,1007.70,1018.80,135800.513,1689868799999,140160020.12830,396666,69095.683,71322751.44750,0
1689868800000,1018.60,1044.10,1010.00,1032.80,55798.640,1689897599999,57227447.56190,185737,28494.759,29230402.90430,0
1689897600000,1032.80,1252.60,1029.30,1135.20,361029.604,1689926399999,413250385.59510,1074474,186541.480,213419419.22560,0
1689926400000,1135.30,1176.70,1130.00,1140.70,197945.156,1689955199999,228310525.60780,605916,99748.377,115064047.58520,0
1689955200000,1140.80,1158.90,1090.00,1092.00,141601.137,1689983999999,159677176.26550,428768,71527.953,80701238.83480,0
1689984000000,1092.10,1106.20,1070.00,1095.10,102084.723,1690012799999,111374757.87230,279882,52728.421,57533242.90900,0
1690012800000,1095.10,1124.60,1093.70,1103.10,73063.564,1690041599999,80900822.70540,232422,36498.723,40423500.39810,0
1690041600000,1103.20,1114.40,1080.00,1109.50,61300.574,1690070399999,67165754.50020,182984,30715.908,33666934.15040,0
1690070400000,1109.50,1122.90,1091.40,1110.60,67465.074,1690099199999,74660903.06770,200077,33282.690,36846166.62640,0
1690099200000,1110.60,1157.40,1100.00,1119.70,57996.961,1690127999999,64778965.63600,176488,30471.874,34052366.19580,0
1690128000000,1119.80,1129.80,1079.70,1089.00,51272.100,1690156799999,56513604.80970,166283,23947.926,26401787.76360,0
1690156800000,1088.90,1089.00,1034.00,1042.40,79607.247,1690185599999,84085770.22150,229658,38894.553,41079813.29250,0
1690185600000,1042.40,1063.00,979.00,1057.70,93713.186,1690214399999,97253697.06840,275930,46859.596,48677600.85050,0
1690214400000,1057.70,1086.90,1045.20,1068.10,48815.102,1690243199999,52159043.95400,179308,23909.906,25550071.93160,0
1690243200000,1068.20,1107.60,1060.50,1095.40,87937.898,1690271999999,95474770.30110,232273,43949.578,47722440.10820,0
1690272000000,1095.40,1205.00,1087.80,1141.60,189086.720,1690300799999,214448762.76340,511333,99059.250,112408292.24770,0
1690300800000,1141.60,1152.70,1125.60,1136.20,67429.357,1690329599999,76934882.81650,206744,33564.340,38307589.50010,0
1690329600000,1136.20,1169.00,1113.70,1145.50,96165.231,1690358399999,109378629.48060,274859,48476.800,55178223.82380,0
1690358400000,1145.40,1183.00,1134.30,1175.10,88083.566,1690387199999,101724035.26670,269134,45006.564,51993357.97150,0
1690387200000,1175.10,1195.00,1164.30,1183.90,80399.751,1690415999999,94629097.56860,263023,41387.733,48723362.19470,0
1690416000000,1184.00,1280.50,1177.10,1234.30,179165.337,1690444799999,221613424.27740,524160,94127.818,116431265.37310,0
1690444800000,1234.40,1247.00,1168.00,1170.50,137997.264,1690473599999,166453130.31050,368529,69980.485,84428093.61730,0
1690473600000,1170.50,1178.10,1138.00,1164.10,83067.410,1690502399999,96262090.15100,239808,42236.086,48942960.27750,0
1690502400000,1164.20,1189.00,1154.30,1164.60,87648.936,1690531199999,102765295.37720,262734,44228.802,51857796.87490,0
1690531200000,1164.70,1181.70,1150.90,1160.30,66987.815,1690559999999,77965707.25700,206439,34131.716,39729813.93160,0
1690560000000,1160.40,1185.00,1148.40,1180.20,49376.394,1690588799999,57568716.89820,148772,25652.875,29913696.43320,0
1690588800000,1180.10,1236.30,1172.50,1223.40,105598.445,1690617599999,128267157.38140,284501,54316.147,65969205.82960,0
1690617600000,1223.40,1248.00,1214.50,1240.50,135279.032,1690646399999,166496949.45700,317275,70126.066,86331551.33750,0
1690646400000,1240.40,1362.30,1235.40,1281.70,183522.333,1690675199999,236709311.15560,502055,97999.847,126390555.52900,0
1690675200000,1281.80,1290.00,1252.30,1253.90,74640.569,1690703999999,94860134.60110,208905,37231.337,47326143.02170,0
1690704000000,1253.90,1287.80,1249.80,1274.90,89400.034,1690732799999,113506863.63660,267165,47407.256,60199719.50010,0
1690732800000,1274.90,1295.70,1236.30,1250.80,91896.836,1690761599999,115685211.87940,293844,45587.322,57438169.22540,0
1690761600000,1250.80,1288.70,1238.00,1274.40,68239.603,1690790399999,86339245.52940,221286,34840.081,44086882.67710,0
1690790400000,1274.40,1320.00,1240.70,1240.80,104916.867,1690819199999,133727368.13970,309369,51513.935,65706187.33840,0
1690819200000,1240.80,1247.70,1205.90,1225.10,89615.240,1690847999999,109997623.42800,273731,43536.954,53456086.49970,0
